id;title
icicic;International Conference on Innovative Computing Information and Control (ICICIC)
idtrust;Symposium on Identity and Trust on the Internet (IDtrust)
dgmm;International Joint Conference on Discrete Geometry and Mathematical Morphology (DGMM)
collabtech;International Conference on Collaboration Technologies and Social Computing (CollabTech)
sesc;Sustainable Energy for Smart Cities (SESC)
tamodia;International Workshop on Task Models and Diagrams for User Interface Design (TAMODIA)
his;International Conference on Hybrid Intelligent Systems (HIS)
wcce;IFIP World Conference on Computers in Education (WCCE)
comsware;ICST International Conference on Communication System Software and Middleware (COMSWARE)
intensive;International Conference on Intensive Applications and Services (INTENSIVE)
jiaf;Journées dIntelligence Artificielle Fondamentale (JIAF)
icete;International Conference on E-Business and Telecommunication Networks (ICETE)
alia;International Symposium on Artificial Life and Intelligent Agents (ALIA)
awpn;Algorithmen und Werkzeuge für Petrinetze (AWPN)
iciot2;International Conference on Internet of Things Services Society (ICIOT)
a2cwic;Amrita ACM-W Celebration on Women in Computing in India (A2CWiC)
isse2;International Symposium on Systems Engineering (ISSE)
iiaiaai;IIAI International Congress on Advanced Applied Informatics (IIAI-AAI)
hvei;Human Vision and Electronic Imaging (HVEI)
ate;Workshop on Automated Theory Engineering (ATE)
tidse;International Conference on Technologies for Interactive Digital Storytelling and Entertainment (TIDSE)
wocci;Workshop on Child Computer and Interaction (WOCCI)
icrca;International Conference on Robotics Control and Automation (ICRCA)
wollic;Workshop on Logic Language Information and Computation (WoLLIC)
mcps;Workshop on Medical Cyber-Physical Systems (MCPS)
icsnc;International Conference on Systems and Networks Communications (ICSNC)
fcs;International Conference on Foundations of Computer Science (FCS)
euc;IFIP International Conference on Embedded and Ubiquitous Computing (EUC)
icsrs;International Conference on System Reliability and Safety (ICSRS)
icit2;International Conference on Industrial Technology (ICIT)
nctcs;National Conference on Theoretical Computer Science (NCTCS)
haisa;International Symposium on Human Aspects of Information Security and Assurance (HAISA)
icira;International Conference on Intelligent Robotics and Applications (ICIRA)
amec;International Workshop on Agent-Mediated Electronic Commerce and Trading Agents Design and Analysis (AMEC/TADA)
acl-gems;GEometrical Models of Natural Language Semantics (GEMS)
vissas;Verification of Infinite-State Systems with Applications to Security (VISSAS)
etrics;Emerging Trends in Information and Communication Security (ETRICS)
issp;International Seminar on Speech Production (ISSP)
natw;IEEE North Atlantic Test Workshop (NATW)
ijcbs;International Joint Conferences on Bioinformatics Systems Biology and Intelligent Computing (IJCBS)
etvis;IEEE Workshop on Eye Tracking and Visualization (ETVIS)
icnp;IEEE International Conference on Network Protocols (ICNP)
iarwisoci;International Advanced Research Workshop on In Silico Oncology and Cancer Investigation (IARWISOI)
spline;International Workshop on Sensing Processing and Learning for Intelligent Machines (SPLINE)
eurospi;European Conference on Software Process Improvement (EuroSPI)
dmsn;Data Management for Sensor Networks (DMSN)
scesm;International Workshop on Scenarios and state machines models algorithms and tools (SCESM)
cig;IEEE Conference on Games (CoG)
iccpr;International Conferences on Computing and Pattern Recognition (ICCPR)
gree;GENI Research and Educational Experiment Workshop (GREE)
fave;Facets of Virtual Environments (FaVE)
metacognition;Metacognition in Computation
financecom;Enterprise Applications and Services in the Finance Industry (FinanceCom)
icbbs;International Conference on Bioinformatics and Biomedical Science (ICBBS)
icvw;International Cognitive Vision Workshop (ICVW)
e2emon;IEEE/IFIP Workshop on End-to-End Monitoring Techniques and Services (E2EMON)
fpga;Symposium on Field Programmable Gate Arrays (FPGA)
idaacs;International Conference on Intelligent Data Acquisition and Advanced Computing Systems (IDAACS)
iciis;International Conference on Industrial and Information Systems (ICIIS)
icssi;International Conference on Service Science and Innovation (ICSSI)
netecon;Workshop on Economics of Networks Systems and Computation (NetEcon )
midl;International Conference on Medical Imaging with Deep Learning (MIDL)
mswim;International Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems (MSWiM)
jckbse;Joint Conference on Knowledge-Based Software Engineering (JCKBSE)
mimi;Medical Imaging and Informatics (MIMI)
clar;International Conference on  Logic and Argumentation (CLAR)
ihis;Interoperability Of Heterogeneous Information Systems (IHIS)
lpnmr;International Conference on Logic Programming and Non-Monotonic Reasoning (LPNMR)
cmcs;International Workshop on Coalgebraic Methods in Computer Science (CMCS)
cisc;Conference on Information Security and Cryptology (Inscrypt)
textgraphs;Workshop on Graph-based Methods for Natural Language Processing (TextGraphs)
clihc;Latin American Conference on Human Computer Interaction (CLIHC)
broadcom;International Conference on Broadband Communications Information Technology & Biomedical Applications (BroadCom)
snds;International Conference on Security in Computer Networks and Distributed Systems (SNDS)
lbas;Workshop on Location-based Applications and Services (LBAS)
cal;Conférence francophone sur les Architectures Logicielles (CAL)
eda;Journées Francophones sur les Entrepôts de Données et lAnalyse en ligne (EDA)
ml4h;Machine Learning for Health Workshop (ML4H)
egItaly;Smart Tools and Applications in Graphics (STAG)
eig;Encuentro Informática y Gestión (EIG)
isabel;International Symposium on Applied Sciences in Biomedical and Communication Technologies (ISABEL)
wpmc;International Symposium on Wireless Personal Multimedia Communications (WPMC)
iceac;International Conference on Energy Aware Computing Systems & Applications (ICEAC)
ca;International Conference on Computer Animation and Social Agents (CASA)
ict4justice;International Conference on ICT Solutions for Justice (ICT4Justice)
bir;Business Informatics Research (BIR)
lifetech;Global Conference on Life Sciences and Technologies (LifeTech)
mldm;International Conference on Machine Learning and Data Mining in Pattern Recognition (MLDM)
jfim;Journées francophones dinformatique médicale (JFIM)
affectre-ws;International Workshop on Affective Computing for Requirements Engineering (AffectRE)
icmss;International Conference on Management Engineering Software Engineering and Service Sciences (ICMSS)
nsyss;International Conference on Networking Systems and Security (NSysS)
ccci;International Conference on Communications Computing Cybersecurity and Informatics (CCCI)
rtss;IEEE Real-Time Systems Symposium (RTSS)
cade;Conference on Automated Deduction (CADE)
worldcis;World Congress on Internet Security (WorldCIS)
apf;Annual Privacy Forum (APF)
euromed;International Euro-Mediterranean Conference (EuroMed)
cvdb;Computer Vision meets Databases (CVDB)
iwec;IFIP International Conference on Entertainment Computing (ICEC)
tmfcs;Theoretical and Mathematical Foundations of Computer Science (TMFCS)
sum;International Conference on Scalable Uncertainty Management (SUM)
mm;ACM International Conference on Multimedia (MM)
citsc;Conference on Innovative Trends in Computer Science (CITSC)
is-mis;International Symposium in Management Intelligent Systems (IS-MiS)
tapp;Workshop on the Theory and Practice of Provenance (TaPP)
cefp;Central European Functional Programming School (CEFP)
swe-ctw;Swedish Communication Technologies Workshop (Swe-CTW)
iconas;International Conference on Intelligent Control and Automation Science (ICONS)
mobility;International Conference on Mobile Technology Applications and Systems (Mobility)
codesisss;International Conference on Hardware/Software Codesign and System Synthesis (CODES+ISSS)
lisa;USENIX Large Installation Systems Administration Conference (LISA)
int-ws;Workshop on Intelligent Narrative Technologies (INT)
laseres;Workshop on Learning from Authoritative Security Experiment Results (LASER)
csreaESA;Embedded Systems and Applications (ESA)
coopis;International Conference on Cooperative Information Systems (CoopIS)
acl-alr;Workshop on Asian Language Resources (ALR)
acit2;International Conference on Applied Computing and Information Technology (ACIT)
sta;International Conference on Secure and Trust Computing Data Management and Applications (STA)
sdmw;VLDB Workshop on Secure Data Management (SDM)
wbir;Workshop on Biomedical Image Registration (WBIR)
crc2;International Cyber Resilience Conference (CRC)
kesidt;KES International Conference on Intelligent Decision Technologies (KES-IDT)
denert;Ernst Denert Award for Software Engineering (Denert Award)
icsem;International ICST Conference on Systems Engineering and Modeling (ICSEM)
IEEEicics;International Conference on Information Communications and Signal Processing (ICICS)
dicta;International Conference on Digital Image Computing Techniques and Applications (DICTA)
async;Symposium on Asynchronous Circuits and Systems (ASYNC)
drr;Document Recognition and Retrieval (DRR)
iwcit;Iran Workshop on Communication and Information Theory (IWCIT)
colins;International Conference on Computational Linguistics and Intelligent Systems (COLINS)
fmcad;Formal Methods in Computer-Aided Design (FMCAD)
discomt;Workshop on Discourse in Machine Translation (DiscoMT)
dosier;Doctoral Symposium on Intelligence Enabled Research (DoSIER)
icaiic;International Conference on Artificial Intelligence in Information and Communication (ICAIIC)
aipr;Applied Imagery Pattern Recognition Workshop (AIPR)
setn;Hellenic Conference on Artificial Intelligence (SETN)
ifip1-7;Formal Aspects in Security and Trust (FAST)
fca;Formal Concept Analysis
lfp;ACM Conference on LISP and Functional Programming (LFP)
icnidc;IEEE International Conference on Network Infrastructure and Digital Content (IC-NIDC)
mmvr;Medicine Meets Virtual Reality (MMVR)
acss;International Doctoral Symposium on Applied Computation and Security Systems (ACSS)
netys;International Conference on Networked Systems (NETYS)
arabwic;Annual International Conference on Arab Women in Computing (ArabWIC)
sss;International Symposium on Stabilization Safety and Security of Distributed Systems (SSS)
icmva;International Conference on Machine Vision and Applications (ICMVA)
esorics;European Symposium on Research in Computer Security (ESORICS)
socc;Annual IEEE International System-on-Chip Conference (SoCC)
acl-dialdoc;Workshop on Document-grounded Dialogue and Conversational Question Answering (DialDoc)
icacie;International Conference on Advanced Computing and Intelligent Engineering (ICACIE)
icta2;International Conference on Information and Communication Technology and Applications (ICTA)
wistp;Workshop in Information Security Theory and Practice (WISTP)
