,author,name,pid
10997,Jingyuan Zhang,Jingyuan Zhang,71/700
10998,Jingyue Li,Jingyue Li,47/3099
10999,Jingzheng Wu,JingZheng Wu,96/10278
11000,Jingzhu He,Jingzhu He,219/6364
11001,Jinho D. Choi,Jinho D. Choi,17/8156
11002,Jinho Lee,Jinho Lee,62/757
11003,Jinhui Xu 0001,Jinhui Xu 0001,24/6437-1
11004,Jinjian Wu,Jinjian Wu,01/8056
11005,Jinjun Wang,Jinjun Wang,87/4858
11006,Jinjun Xiong,Jinjun Xiong,81/1130
11007,Jinku Li,Jinku Li,06/8291
11008,Jinlei Jiang,Jinlei Jiang,56/5843
11009,Jinman Kim,Jinman Kim,43/2801
11010,Jinming Duan 0001,Jinming Duan 0001,125/3221-1
11011,Jinming Wen,Jinming Wen,36/8492
11012,Jinpeng Huai,Jinpeng Huai,58/1722
11013,Jinqiao Shi,Jinqiao Shi,53/10661
11014,Jinqiu Yang 0001,Jinqiu Yang 0001,116/6899
11015,Jinquan Zeng,Jinquan Zeng,09/3985
11016,Jinseek Choi,Jin Seek Choi,92/5974
11017,Jinshi Cui,Jinshi Cui,21/2565
11018,Jinsong Han,Jinsong Han,96/6606
11019,Jinsoo Kim 0001,Jin-Soo Kim 0001,45/1315-1
11020,Jinsub Kim,Jinsub Kim,57/7954
11021,Jinwei Ye,Jinwei Ye,117/4793
11022,Jinwoo Choi,Jinwoo Choi,47/2621
11023,Jinwoo Shin,Jinwoo Shin,31/7062
11024,Jinwook Seo,Jinwook Seo,44/945
11025,Jinxi Zhao,Jinxi Zhao,97/2199
11026,Jinxiang Chai,Jinxiang Chai,62/1586
11027,Jinya Su,Jinya Su,131/9643
11028,Jinyang Li 0001,Jinyang Li 0001,79/572-1
11029,Jinyoung Yeo,Jinyoung Yeo,121/4335
11030,Jinyu Zhan,Jinyu Zhan,10/6219
11031,Jinyuan Jia,Jinyuan Jia,24/5124
11032,Jinyuan Stella Sun,Jinyuan Sun,22/1105
11033,Jinyuan Sun,Jinyuan Sun,22/1105
11034,Jiong Guo,Jiong Guo,g/JiongGuo
11035,Jiri Barnat,Jiri Barnat,b/JiriBarnat
11036,Jiri Bittner,Jirí Bittner,59/5617
11037,Jiri Friml,,
11038,Jiri Matas,Jiri Matas,m/JiriMatas
11039,Jiri Sgall,Jirí Sgall,s/JiriSgall
11040,Jiri Sochor,Jirí Sochor,63/3062
11041,Jiri Zara,Jirí Zára,z/JiriZara
11042,Jirong Wen,Ji-Rong Wen,w/JRWen
11043,Jirí Fiala 0001,Jirí Fiala 0001,83/2527
11044,Jirí Kléma,Jirí Kléma,33/3665
11045,Jirí Matas,Jiri Matas,m/JiriMatas
11046,Jirí Sgall,Jirí Sgall,s/JiriSgall
11047,Jirí Sochor,Jirí Sochor,63/3062
11048,Jirí Srba,Jirí Srba,s/JiriSrba
11049,Jirí Vokrínek,Jirí Vokrínek,62/1334
11050,Jirí Zlatuska,Jirí Zlatuska,60/3250
11051,Jirí Zára,Jirí Zára,z/JiriZara
11052,Jishen Zhao,Jishen Zhao,66/8314
11053,Jisoo Yang,Jisoo Yang,47/2773
11054,Jisun An,Jisun An,19/7354
11055,Jisung Park 0001,Jisung Park 0001,123/2642-1
11056,Jitender S. Deogun,Jitender S. Deogun,d/JitenderSDeogun
11057,Jitendra Malik,Jitendra Malik,58/2944
11058,Jiun-Long Huang,Jiun-Long Huang,52/2437
11059,Jiwon Seo,Jiwon Seo,27/229
11060,Jiwu Shu,Jiwu Shu,60/3690
11061,Jiyan Wu,Jiyan Wu,139/5744
11062,Jiyao An,Ji-yao An,42/576
11063,Jiying Zhao,Jiying Zhao,76/1152
11064,Jize Yan,Jize Yan,177/5229
11065,Jizhong Xiao,Jizhong Xiao,97/2013
11066,Jizhong Zhao,Jizhong Zhao,59/4694
11067,Jo Iacovides,Ioanna Iacovides,20/7689
11068,Jo Ueyama,Jo Ueyama,68/1201
11069,Jo Wood,Jo Wood,28/6323
11070,Joab R. Winkler,Joab R. Winkler,63/6235
11071,Joachim Denzler,Joachim Denzler,d/JoachimDenzler
11072,Joachim Fischer,Joachim Fischer,41/4643
11073,Joachim Giesen,Joachim Giesen,30/3504
11074,Joachim Gudmundsson,Joachim Gudmundsson,55/5525
11075,Joachim Hertzberg,Joachim Hertzberg,12/5979
11076,Joachim Hornegger,Joachim Hornegger,27/3189
11077,Joachim K. Anlauf,Joachim K. Anlauf,74/4577
11078,Joachim Klaus Anlauf,Joachim K. Anlauf,74/4577
11079,Joachim M. Buhmann,Joachim M. Buhmann,b/JMBuhmann
11080,Joachim Niehren,Joachim Niehren,n/JNiehren
11081,Joachim Parrow,Joachim Parrow,91/6350
11082,Joachim Posegga,Joachim Posegga,p/JPosegga
11083,Joachim Weickert,Joachim Weickert,w/JoachimWeickert
11084,Joachim von Hacht,,
11085,Joakim Lilliesköld,Joakim Lilliesköld,50/6129
11086,Joan Bruna,Joan Bruna,44/8776
11087,Joan Bruna Estrach,Joan Bruna,44/8776
11088,Joan Daemen,Joan Daemen,93/3962
11089,Joan Feigenbaum,Joan Feigenbaum,f/JoanFeigenbaum
11090,Joan Manuel Parcerisa Bundó,Joan-Manuel Parcerisa,68/6550
11091,Joan-Manuel Parcerisa,Joan-Manuel Parcerisa,68/6550
11092,Joana Gonçalves,Joana Gonçalves,06/7512
11093,Joanna Bergstrom-Lehtovirta,Joanna Bergström,25/7983
11094,Joanna Bergström,Joanna Bergström,25/7983
11095,Joanna Bergström-Lehtovirta,Joanna Bergström,25/7983
11096,Joanna Bryson,Joanna Bryson,b/JBryson
11097,Joanna C. S. Santos,Joanna C. S. Santos,115/4772
11098,Joanna Cecilia da Silva Santos,Joanna C. S. Santos,115/4772
11099,Joanna J. Bryson,Joanna Bryson,b/JBryson
11100,Joanna Loveday,Joanna Loveday,327/3212
11101,Joanna McGrenere,Joanna McGrenere,94/1290
11102,Joanna Pauline Rivera,Joanna Pauline Rivera,207/5178
11103,Joanne Evans,Joanne Evans,84/4213
11104,Joanne F. Selinski,Joanne F. Selinski,126/9611
11105,Joanne M. Atlee,Joanne M. Atlee,a/JMAtlee
11106,Joannes J. Westerink,Joannes J. Westerink,12/7607
11107,Joao Baptista da Silva Araujo,João Araújo 0001,72/1322-1
11108,Joao Meidanis,João Meidanis,m/JoaoMeidanis
11109,Joaquim A. Jorge,Joaquim A. Jorge,j/JoaquimAJorge
11110,Joaquim Armando Pires Jorge,Joaquim A. Jorge,j/JoaquimAJorge
11111,Joaquin Vaschoren,,
11112,Jocelyn Simmonds,Jocelyn Simmonds,33/3098
11113,Jocelynn Cu,Jocelynn Cu,77/10435
11114,Jochen H. Schiller,Jochen H. Schiller,s/JochenHSchiller
11115,Jochen J. Steil,Jochen J. Steil,70/1032
11116,Jochen Jakob Steil,Jochen J. Steil,70/1032
11117,Jochen Könemann,Jochen Könemann,78/2452
11118,Jochen Lang 0001,Jochen Lang 0001,34/2622
11119,Jochen Renz,Jochen Renz,21/1718
11120,Jochen Steil,Jochen J. Steil,70/1032
11121,Jochen Triesch,Jochen Triesch,24/2918
11122,Jochen Trumpf,Jochen Trumpf,85/442
11123,Jodi Forlizzi,Jodi Forlizzi,46/4227
11124,Jodi L. Forlizzi,Jodi Forlizzi,46/4227
11125,Joe B. Wells,Joe B. Wells,93/1478
11126,Joe Carthy,Joe Carthy,65/1203
11127,Joe Cavallaro,Joseph R. Cavallaro,41/5458
11128,Joe Cecil,Joe Cecil,92/3189
11129,Joe D. Warren,Joe D. Warren,w/JoeDWarren
11130,Joe Devietti,Joseph Devietti,83/3984
11131,Joe Finney,Joe Finney,09/4769
11132,Joe Geigel,,
11133,Joe Gibbs Politz,,
11134,Joe Halpern,,
11135,Joe Hummel,,
11136,Joe K. Kearney,,
11137,Joe Konstan,,
11138,Joe LaViola,,
11139,Joe Pitt-Francis,Joe Pitt-Francis,17/2125
11140,Joe Sawada,Joe Sawada,18/655
11141,Joe Sventek,Joseph S. Sventek,s/JSSventek
11142,Joe Tekli,Joe Tekli,82/4336
11143,Joel A. Tropp,Joel A. Tropp,t/JoelATropp
11144,Joel Carpenter,Joel Carpenter,202/4112
11145,Joel David Hamkins,Joel David Hamkins,54/3897
11146,Joel E. Fischer,Joel E. Fischer,23/3543
11147,Joel Ferguson,Joel Ferguson,66/5756
11148,Joel Friedman,Joel Friedman,65/449
11149,Joel H. Saltz,Joel H. Saltz,s/JoelHSaltz
11150,Joel H. Spencer,Joel H. Spencer,s/JoelHSpencer
11151,Joel I. Seiferas,Joel I. Seiferas,s/JoelISeiferas
11152,Joel Ilao,Joel P. Ilao,179/9076
11153,Joel Luis Carbonera,Joel Luis Carbonera,121/5033
11154,Joel Luís Carbonera,Joel Luis Carbonera,121/5033
11155,Joel Moses,Joel Moses,62/5917
11156,Joel P. Ilao,Joel P. Ilao,179/9076
11157,Joel Paz Ilao,Joel P. Ilao,179/9076
11158,Joel Reardon,Joel Reardon,04/8882
11159,Joel Spencer,Joel H. Spencer,s/JoelHSpencer
11160,Joel Voldman,Joel Voldman,46/10281
11161,Joemon Jose,,
11162,Joemon M. Jose,Joemon M. Jose,84/5102
11163,Joerg Evermann,Joerg Evermann,75/6793
11164,Joerg Sander 0001,Jörg Sander 0001,s/JorgSander
11165,Joerg Schroettner,Jörg Schröttner,134/3678
11166,Joerg Widmer,Jörg Widmer,07/3803
11167,Joey Paquet,Joey Paquet,p/JoeyPaquet
11168,Jogesh K. Muppala,Jogesh K. Muppala,m/JKMuppala
11169,Johan A. Pouwelse,Johan A. Pouwelse,p/JohanAPouwelse
11170,Johan Bollen,Johan Bollen,b/JohanBollen
11171,Johan Bos,Johan Bos,56/746
11172,Johan Hoffman,Johan Hoffman,44/2074
11173,Johan Håstad,Johan Håstad,47/3155
11174,Johan J. Lukkien,Johan J. Lukkien,l/JJLukkien
11175,Johan Jansson,Johan Jansson,35/2181
11176,Johan Jeuring,Johan Jeuring,j/JohanJeuring
11177,Johan Karlander,Johan Karlander,46/5950
11178,Johan Karlsson,Johan Karlsson,70/2890
11179,Johan Lukkien,Johan J. Lukkien,l/JJLukkien
11180,Johan M. M. van Rooij,Johan M. M. van Rooij,33/3908
11181,Johan Montelius,Johan Montelius,m/JohanMontelius
11182,Johan Potgieter,Johan Potgieter,61/5275
11183,Johan Pouwelse,Johan A. Pouwelse,p/JohanAPouwelse
11184,Johan Sebastian Heesemann Rosenkilde,,
11185,Johann A. Makowsky,Johann A. Makowsky,m/JAMakowsky
11186,Johann Blieberger,Johann Blieberger,97/354
11187,Johann Christoph Freytag,Johann-Christoph Freytag,f/JCFreytag
11188,Johann Eder,Johann Eder,e/JEder
11189,Johann Reger,Johann Reger,09/7855
11190,Johann Sebastian Rudolph,Sebastian Rudolph,79/6633
11191,Johann-Christoph Freytag,Johann-Christoph Freytag,f/JCFreytag
11192,Johanna D. Moore,Johanna D. Moore,m/JohannaDMoore
11193,Johanna Pirker,Johanna Pirker,131/6942
11194,Johannes A. Buchmann,Johannes Buchmann 0001,b/JohannesBuchmann
11195,Johannes Bjerva,Johannes Bjerva,148/4464
11196,Johannes Blömer,Johannes Blömer,33/2110
11197,Johannes Borgström,Johannes Borgström,38/2005
11198,Johannes Buchmann 0001,Johannes Buchmann 0001,b/JohannesBuchmann
11199,Johannes C. van Vliet,Hans van Vliet,v/HansvanVliet
11200,Johannes Fink,Johannes Fink,123/9340
11201,Johannes Fischer 0001,Johannes Fischer 0001,90/834-1
11202,Johannes Fürnkranz,Johannes Fürnkranz,f/JohannesFurnkranz
11203,Johannes Kinder,Johannes Kinder,74/3780
11204,Johannes Kirchmair,Johannes Kirchmair,68/3070
11205,Johannes Krugel,Johannes Krugel,132/6518
11206,Johannes Köbler,Johannes Köbler,k/JohannesKobler
11207,Johannes Peter Wallner,Johannes Peter Wallner,15/10093
11208,Johannes Sametinger,Johannes Sametinger,40/1112
11209,Johannes Schilp,Johannes Schilp,57/3946
11210,Johannes Schöning,Johannes Schöning,64/5708
11211,John (Jack) Morgan Sampson,Jack Sampson,11/2192
11212,John (Juyang) Weng,John (Juyang) Weng,w/JuyangWeng
11213,John (Spike) Hughes,John F. Hughes,h/JohnFHughes
11214,John A. Carroll,John A. Carroll,c/JohnACarroll
11215,John A. Clark,John A. Clark,c/JohnAClark
11216,John A. Goldsmith,John A. Goldsmith,48/5297
11217,John A. Halderman,,
11218,John A. Kapenga,,
11219,John A. Mariani,John A. Mariani,m/JohnAMariani
11220,John A. McDermid,John Alexander McDermid,04/1777
11221,John A. Miller,John A. Miller,m/JohnAMiller
11222,John A. Stankovic,John A. Stankovic,s/JohnAStankovic
11223,John A. Walsh,John A. Walsh,49/1376
11224,John Aloimonos,Yiannis Aloimonos,a/YiannisAloimonos
11225,John Amanatides,John Amanatides,24/6344
11226,John Anderson 0001,John Anderson 0001,54/7248
11227,John Andrew Clark,John Andrew Clark,c/JohnAClark
11228,John Augustine,John Augustine,69/2158
11229,John Aycock,John Aycock,a/JohnAycock
11230,John Bagterp Jørgensen,John Bagterp Jørgensen,10/7152
11231,John Bennett,John Bennett,16/3481
11232,John Betts,John Betts,81/5577
11233,John Black,John Black,33/2069
11234,John Board,John Board,174/2509
11235,John Boyland,John Tang Boyland,b/JohnTangBoyland
11236,John C. Duchi,John C. Duchi,41/439
11237,John C. Grundy,John C. Grundy,g/JohnCGrundy
11238,John C. Hart,John C. Hart,80/2143
11239,John C. Lusth,John C. Lusth,50/3436
11240,John C. Mitchell,John C. Mitchell,m/JohnCMitchell
11241,John C. Paolillo,John C. Paolillo,11/1048
11242,John C. S. Lui,John C. S. Lui,l/JohnCSLui
11243,John C. Stamper,John C. Stamper,02/6739
11244,John Chi-Shing Lui,John C. S. Lui,l/JohnCSLui
11245,John Criswell,John Criswell,03/2122
11246,John D. Kececioglu,John D. Kececioglu,k/JDKececioglu
11247,John D. Kubiatowicz,John Kubiatowicz,k/JohnKubiatowicz
11248,John D. Lafferty,John D. Lafferty,46/6823
11249,John D. Owens,John D. Owens,97/1367
11250,John Daugman,John Daugman,82/5600
11251,John Derrick,John Derrick,78/3015
11252,John Dickerson 0001,John P. Dickerson,75/8479
11253,John Dingliana,John Dingliana,85/3753
11254,John Dowell,John Dowell,87/5258
11255,John Dunnion,John Dunnion,92/5624
11256,John Durrett,John R. Durrett,76/4935
11257,John E. Anderson,John E. Anderson,54/7248
11258,John E. Hopcroft,John E. Hopcroft,h/JohnEHopcroft
11259,John E. Laird,John E. Laird,l/JohnELaird
11260,John E. Psarras,John E. Psarras,p/JohnEPsarras
11261,John E. Savage,John E. Savage,s/JohnESavage
11262,John Edwin Laird,John E. Laird,l/JohnELaird
11263,John Eric Anderson,John Anderson 0001,54/7248
11264,John F. Canny,John F. Canny,c/JohnFCanny
11265,John F. Horty,John F. Horty,h/JohnFHorty
11266,John F. Hughes,John F. Hughes,h/JohnFHughes
11267,John Fearnley,John Fearnley,18/7412
11268,John Franco,John Franco,49/4974
11269,John G. Daugman,John Daugman,82/5600
11270,John G. O'Hara,John G. O'Hara,126/3035
11271,John G. Stell,John G. Stell,41/4282
11272,John G. Wager,John G. Wager,69/4870
11273,John Georgas,John C. Georgas,07/6705
11274,John Gilbert 0001,John R. Gilbert,g/JohnRGilbert
11275,John Grant,John Grant,85/4920
11276,John Grundy,,
11277,John Grundy 0001,John C. Grundy,g/JohnCGrundy
11278,John H. Hartman,John H. Hartman,h/JohnHHartman
11279,John H. Hine,John H. Hine,91/5987
11280,John H. Reif,John H. Reif,r/JohnHReif
11281,John H. Reppy,John H. Reppy,r/JohnHReppy
11282,John H. Williamson,John Williamson,04/4430
11283,John Hale,John Hale,76/2017
11284,John Hannan,John Hannan,13/5825
11285,John Hatcliff,John Hatcliff,52/5739
11286,John Hughes 0001,John Hughes 0001,h/JohnHughes
11287,John Iacono,John Iacono,96/2606
11288,John J. Heslen,John Heslen,326/7707
11289,John J. Metzner,John J. Metzner,08/1189
11290,John J. Regazzi,John J. Regazzi,122/7728
11291,John Jack Lange,Jack Lange,65/3740
11292,John Johnstone,,
11293,John Jose,John Jose,123/7042
11294,John K. Antonio,John K. Antonio,a/JohnKAntonio
11295,John K. Bennett,John K. Bennett,b/JKBennett
11296,John K. Ousterhout,John K. Ousterhout,o/JohnKOusterhout
11297,John K. Slaney,John K. Slaney,s/JohnKSlaney
11298,John K. Tsotsos,John K. Tsotsos,t/JohnKTsotsos
11299,John Kenneth Salisbury Jr.,John Kenneth Salisbury Jr.,s/JohnKennethSalisburyJr
11300,John Keyser,John Keyser,37/4654
11301,John Kim,John Kim,39/6945
11302,John Knottenbelt,William J. Knottenbelt,37/1901
11303,John Krogstie,John Krogstie,k/JohnKrogstie
11304,John Kubiatowicz,John Kubiatowicz,k/JohnKubiatowicz
11305,John L. Arnott,John L. Arnott,07/5643
11306,John L. Barron,John L. Barron,b/JohnLBarron
11307,John L. Hennessy,John L. Hennessy,h/JohnLHennessy
11308,John L. Wyatt,John L. Wyatt Jr.,82/5290
11309,John L. Wyatt Jr.,John L. Wyatt Jr.,82/5290
11310,John Lafferty,John D. Lafferty,46/6823
11311,John Lalor,John Lalor,159/0111
11312,John Lange,John Lange,65/3740
11313,John Lapinskas,John Lapinskas,129/4847
11314,John Lewis 0001,John P. Lewis,83/6305
11315,John Lillis,John Lillis,94/1334
11316,John Longley,John Longley,86/5303
11317,John M. Betts,John M. Betts,144/9708
11318,John M. Carroll,John M. Carroll,c/JohnMCarroll
11319,John M. Gauch,John M. Gauch,70/5847
11320,John M. Hollerbach,John M. Hollerbach,h/JohnMHollerbach
11321,John M. Mellor-Crummey,John M. Mellor-Crummey,m/JMMellorCrummey
11322,John M. Pecarina,John M. Pecarina,184/3603
11323,John Mariani,John A. Mariani,m/JohnAMariani
11324,John Mark Bishop,J. Mark Bishop,b/JohnMarkBishop
11325,John Mark Pullen,J. Mark Pullen,07/1554
11326,John Mark Smotherman,Mark Smotherman,s/MarkSmotherman
11327,John McAllister,John McAllister,58/4124
11328,John McDonald,John McDonald,44/3717
11329,John McGregor,John McGregor,53/5603
11330,John Millar Carroll,John M. Carroll,c/JohnMCarroll
11331,John Monaco,,
11332,John Murphy 0001,John Murphy 0001,87/4649-1
11333,John Musacchio,John Musacchio,54/4692
11334,John N. Tsitsiklis,John N. Tsitsiklis,00/4563
11335,John O'Donnell,John O'Donnell,55/1247
11336,John O'Donnell 0001,John O'Donnell 0001,58/172
11337,John P. Collomosse,John P. Collomosse,72/4504
11338,John P. Conley,John P. Conley,51/11119
11339,John P. Dickerson,John P. Dickerson,75/8479
11340,John P. Hayes,John P. Hayes,92/2628
11341,John P. Lalor,John Lalor,159/0111
11342,John P. Lewis,John P. Lewis,83/6305
11343,John P. Steinberger,John P. Steinberger,87/1608
11344,John Patrick Hayes,John P. Hayes,92/2628
11345,John Paul Dickerson,John P. Dickerson,75/8479
11346,John Paxton,,
11347,John Peter Lewis,John P. Lewis,83/6305
11348,John Philip Collomosse,John P. Collomosse,72/4504
11349,John Power,John Power,p/JohnPower
11350,John Q. Gan,John Q. Gan,22/6496
11351,John Quarles,John Quarles,52/1010
11352,John R. Gilbert,John R. Gilbert,g/JohnRGilbert
11353,John R. Kender,John R. Kender,l/JohnRKender
11354,John R. Lange,Jack Lange,65/3740
11355,John R. Longley,John R. Longley,53/5181
11356,John R. Rose,John R. Rose,12/3440
11357,John R. Spletzer,John R. Spletzer,22/6688
11358,John R. Terry,John R. Terry,84/70
11359,John Regehr,John Regehr,r/JohnRegehr
11360,John Rogers,John Rogers,13/1241
11361,John S. Baras,John S. Baras,b/JohnSBaras
11362,John S. Crawford,John S. Crawford,33/1667
11363,John Sampson,John Sampson,11/2192
11364,John Schneider,John Schneider,05/3375
11365,John Shawe-Taylor,John Shawe-Taylor,59/41
11366,John Shepherd,,
11367,John Sheppard,,
11368,John Stavrakakis,John Stavrakakis,97/4863
11369,John Stouby Persson,John Stouby Persson,73/7995
11370,John T. Minor,John T. Minor,65/5674
11371,John T. O'Donnell,John O'Donnell 0001,58/172
11372,John T. Stasko,John T. Stasko,s/JohnTStasko
11373,John Tang Boyland,John Tang Boyland,b/JohnTangBoyland
11374,John Thangarajah,John Thangarajah,02/2279
11375,John Thomson,John Thomson,77/6300
11376,John V. Carlis,John V. Carlis,c/JohnVCarlis
11377,John V. Guttag,John V. Guttag,g/JohnVGuttag
11378,John V. McCanny,John V. McCanny,23/581
11379,John V. Monaco,John V. Monaco,119/2077
11380,John Van Rees,G. H. John van Rees,r/GHJvRees
11381,John Vincent McCanny,John V. McCanny,23/581
11382,John W. Byers,John W. Byers,b/JohnWByers
11383,John Waldron,John Waldron,04/4639
11384,John Watkins,John Watkins,51/4997
11385,John Watrous,John Watrous,24/944
11386,John Wawrzynek,John Wawrzynek,w/JohnWawrzynek
11387,John Williamson,John Williamson,04/4430
11388,John Woods,John Woods,62/2689
11389,John Yannis Goulermas,John Yannis Goulermas,02/2263
11390,John Yiannis Cotronis,Yannis Cotronis,c/YannisCotronis
11391,John Zahorjan,John Zahorjan,z/JZahorjan
11392,John Zimmerman,John Zimmerman,35/4287
11393,John-Jules Ch. Meyer,John-Jules Ch. Meyer,m/JJCMeyer
11394,John-Jules Charles Meyer,John-Jules Ch. Meyer,m/JJCMeyer
11395,John-Paul Ore,John-Paul Ore,148/2225
11396,Johnathan Mell,Johnathan Mell,162/5027
11397,Johnny S. Wong,Johnny S. Wong,w/JohnnySWong
11398,Johnny Wong,Johnny Wong,w/JohnnySWong
11399,Johnson Thomas,Johnson Thomas,79/4549
11400,Joke Blom,Joke G. Blom,54/1954
11401,Joke G. Blom,Joke G. Blom,54/1954
11402,Jon A. Solworth,Jon A. Solworth,s/JonASolworth
11403,Jon Atle Gulla,Jon Atle Gulla,g/JonAtleGulla
11404,Jon B. Weissman,Jon B. Weissman,52/4225
11405,Jon Barker,Jon Barker,50/2212
11406,Jon Chamberlain,Jon Chamberlain,76/7444
11407,Jon Crowcroft,Jon Crowcroft,c/JonCrowcroft
11408,Jon Doyle,Jon Doyle,d/JonDoyle
11409,Jon E. Froehlich,Jon Froehlich,18/2354
11410,Jon Froehlich,Jon Froehlich,18/2354
11411,Jon G. Hall,Jon G. Hall,68/4817
11412,Jon G. Rokne,Jon G. Rokne,86/6475
11413,Jon Garibaldi,Jonathan M. Garibaldi,97/4637
11414,Jon M. Kleinberg,Jon M. Kleinberg,k/JonMKleinberg
11415,Jon McCormack,Jon McCormack,98/3899
11416,Jon Oberlander,Jon Oberlander,46/5779
11417,Jon P. Barker,Jon Barker,50/2212
11418,Jon Sporring,Jon Sporring,33/5273
11419,Jon Whittle 0001,Jon Whittle 0001,w/JonWhittle
11420,Jon Youn,Jon Youn,52/5645
11421,Jonas Almström Duregård,,
11422,Jonas Kuhn,Jonas Kuhn,32/4271
11423,Jonas Teuwen,Jonas Teuwen,213/7835
11424,Jonathan Aldrich,Jonathan Aldrich,67/6837
11425,Jonathan Appavoo,Jonathan Appavoo,36/248
11426,Jonathan Balkind,Jonathan Balkind,157/2812
11427,Jonathan Barrett,Jonathan Barrett,96/9789
11428,Jonathan Bell 0001,Jonathan Bell 0001,84/1826-1
11429,Jonathan Berant,Jonathan Berant,31/8178
11430,Jonathan Brumberg,Jonathan S. Brumberg,95/8013
11431,Jonathan C. L. Liu,Jonathan C. L. Liu,11/4510
11432,Jonathan Cazalas,Jonathan Cazalas,89/7561
11433,Jonathan Cook,Jonathan Cook,36/4096
11434,Jonathan Crowcroft,Jon Crowcroft,c/JonCrowcroft
11435,Jonathan D. Ventura,Jonathan Ventura,38/1197
11436,Jonathan Dukes,Jonathan Dukes,23/6783
11437,Jonathan E. Fieldsend,Jonathan E. Fieldsend,58/6726
11438,Jonathan E. Rowe,Jonathan E. Rowe,65/2039
11439,Jonathan Edward Fieldsend,Jonathan E. Fieldsend,58/6726
11440,Jonathan F. Buss,Jonathan F. Buss,b/JonathanFBuss
11441,Jonathan F. Gemmell,Jonathan Gemmell,69/1553
11442,Jonathan Gaudreault,Jonathan Gaudreault,84/1025
11443,Jonathan Gemmell,Jonathan Gemmell,69/1553
11444,Jonathan I. Maletic,Jonathan I. Maletic,m/JonathanIMaletic
11445,Jonathan K. Kummerfeld,Jonathan K. Kummerfeld,84/9011
11446,Jonathan K. Lazar,Jonathan Lazar,29/1257
11447,Jonathan Katz,Jonathan Katz,k/JonathanKatz
11448,Jonathan Kelly,Jonathan Kelly,48/5562
11449,Jonathan Lazar,Jonathan Lazar,29/1257
11450,Jonathan Lee 0001,Jonathan Lee 0001,169/5005
11451,Jonathan Lewis,Jonathan Lewis,97/4717
11452,Jonathan M. Garibaldi,Jonathan M. Garibaldi,97/4637
11453,Jonathan M. Roberts,Jonathan M. Roberts,21/3773
11454,Jonathan M. Smith,Jonathan M. Smith,s/JonathanMSmith
11455,Jonathan Mace [SWS],,
11456,Jonathan N. D. Whittle,Jon Whittle 0001,w/JonWhittle
11457,Jonathan P. Bollback,Jonathan P. Bollback,09/865
11458,Jonathan P. Whiteley,Jonathan P. Whiteley,115/7675
11459,Jonathan R. Mayer,Jonathan R. Mayer,116/8542
11460,Jonathan R. Ullman,Jonathan R. Ullman,168/8778
11461,Jonathan Ragan-Kelley,Jonathan Ragan-Kelley,09/1000
11462,Jonathan Richard Shewchuk,Jonathan Richard Shewchuk,62/6283
11463,Jonathan Roberts 0001,Jonathan Roberts 0001,21/3773
11464,Jonathan S. Ostroff,Jonathan S. Ostroff,39/1187
11465,Jonathan Scarlett,Jonathan Scarlett,78/9667
11466,Jonathan Schaeffer,Jonathan Schaeffer,s/JonathanSchaeffer
11467,Jonathan Sun,Jonathan Sun,159/1284
11468,Jonathan Turner,Jonathan Turner,78/2489
11469,Jonathan Ventura,Jonathan Ventura,38/1197
11470,Jonathan Walpole,Jonathan Walpole,50/3443
11471,Jonathan Whittle 0001,Jon Whittle 0001,w/JonWhittle
11472,Jonathan Zittrain,Jonathan Zittrain,64/6752
11473,Jonathon S. Hare,Jonathon S. Hare,13/905
11474,Jong Cheol Park,Jong Cheol Park,67/8517
11475,Jong Chul Ye,Jong Chul Ye,15/5613
11476,Jong Kim 0001,Jong Kim 0001,46/2217
11477,Jong-Hoon Kim,Jong-Hoon Kim,00/248
11478,Jong-Hyeok Lee,Jong-Hyeok Lee,45/83
11479,Jong-Il Park,Jong-Il Park,37/5867
11480,Jong-Seok Lee,Jong-Seok Lee,70/1152
11481,Jong-eun Lee,Jong-eun Lee,64/5375
11482,Jongeun Lee,Jongeun Lee,64/5375
11483,Jonghyuk Kim,Jonghyuk Kim,67/1071
11484,Jonghyun Choi,Jonghyun Choi,21/11103
11485,Jongmoon Baik,Jongmoon Baik,18/1164
11486,Jongse Park,Jongse Park,115/5952
11487,Jongwoo Lim,Jongwoo Lim,54/594
11488,Joni-Kristian Kamarainen,Joni-Kristian Kämäräinen,k/JoniKristianKamarainen
11489,Joni-Kristian Kämäräinen,Joni-Kristian Kämäräinen,k/JoniKristianKamarainen
11490,Joohyung Lee 0002,Joohyung Lee 0002,15/4797-2
11491,Joon Hee Han,Joon Hee Han,90/2724
11492,Joon-Kyung Seong,Joon-Kyung Seong,23/6581
11493,Joos C. A. M. Buijs,Joos C. A. M. Buijs,84/9961
11494,Joost Batenburg,Joost Batenburg,322/9017
11495,Joost Vennekens,Joost Vennekens,01/5707
11496,Joost-Pieter Katoen,Joost-Pieter Katoen,k/JoostPieterKatoen
11497,Jooyong Lee,Jooyong Lee,121/2697
11498,Jooyong Yi,Jooyong Yi,121/2697
11499,Jooyoung Lee 0001,Jooyoung Lee 0001,10/1064-1
11500,Jop Briët,Jop Briët,61/37
11501,Jordan Aiko Deja,Jordan Aiko Deja,222/6381
11502,Jordan L. Boyd-Graber,Jordan L. Boyd-Graber,57/5950
11503,Jordan Pollack,Jordan Pollack,34/750
